20170218,1058,02,18,28,33,36,40,,2. Devir,138,7.875,147.200,3.581.571,66 TL,5.708,75 TL,75,30 TL,11,35 TL
20170211,1057,04,12,24,25,29,47,,1. Devir,145,7.577,140.473,1.711.286,61 TL,4.971,75 TL,72,20 TL,10,85 TL
20170204,1056,16,27,28,32,42,43,İSTANBUL / KADIKÖY,1,123,7.556,138.566,1.745.158,75 TL,5.975,70 TL,73,25 TL,11,25 TL
20170128,1055,05,06,19,21,24,26,MANİSA / SOMA,1,119,7.041,138.420,1.684.833,10 TL,5.962,10 TL,76,35 TL,10,85 TL
20170121,1054,22,23,31,35,43,48,BURSA / ORHANGAZİ - İSTANBUL / SANCAKTEPE,2,134,8.080,151.648,928.410,55 TL,5.835,60 TL,72,65 TL,10,95 TL
20170114,1053,05,26,29,34,35,36,,Devir,177,8.569,169.223,,00 TL,49.816,50 TL,80,60 TL,11,45 TL
20170107,1052,08,09,14,20,38,44,,3. Devir,151,8.381,152.680,5.732.108,71 TL,5.349,20 TL,72,90 TL,11,20 TL
20161231,1051,04,09,25,28,40,43,,2. Devir,162,8.761,165.746,3.814.504,16 TL,5.722,55 TL,79,95 TL,11,85 TL
20161224,1050,08,10,33,46,48,49,,1. Devir,82,5.988,117.916,1.613.203,24 TL,8.285,55 TL,85,85 TL,12,20 TL
20161217,1049,08,09,10,25,33,36,İSTANBUL / BAYRAMPAŞA,1,123,7.301,143.085,3.446.202,75 TL,5.948,90 TL,75,45 TL,10,85 TL
20161210,1048,05,10,11,21,27,30,,1. Devir,159,8.864,152.369,1.708.592,09 TL,4.526,80 TL,61,40 TL,10,00 TL
20161203,1047,24,26,36,43,44,46,ANKARA / ALTINDAĞ - BURSA / OSMANGAZİ,2,109,6.528,129.342,883.278,25 TL,6.824,50 TL,85,85 TL,12,20 TL
20161126,1046,05,21,22,26,29,44,İSTANBUL / MALTEPE - SAKARYA / AKYAZI,2,162,9.596,185.086,3.154.317,65 TL,5.912,65 TL,75,60 TL,10,95 TL
20161119,1045,11,26,30,39,41,48,,2. Devir,156,9.399,174.229,4.034.761,28 TL,5.619,15 TL,70,60 TL,10,65 TL
20161112,1044,13,28,36,39,41,47,,1. Devir,164,8.110,149.482,1.953.523,46 TL,5.015,85 TL,76,85 TL,11,65 TL
20161105,1043,11,23,35,39,48,49,ANKARA / ETİMESGUT,1,220,11.041,192.120,1.548.692,75 TL,2.964,60 TL,44,50 TL,7,20 TL
20161029,1042,04,10,30,36,44,46,İSTANBUL / KADIKÖY,1,149,8.694,163.264,1.518.360,80 TL,4.293,30 TL,55,50 TL,8,30 TL
20161022,1041,09,11,13,14,16,44,DENİZLİ / PAMUKKALE,1,144,9.493,186.312,1.544.912,40 TL,4.518,45 TL,51,75 TL,7,40 TL
